questions,sparql,cypher,question type
How many immunizations are uncovered by the payer with the ID {payer_id}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?uncoveredImmunizations WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:uncoveredImmunizations ?uncoveredImmunizations. }},MATCH (p:Payer {{id: '{payer_id}'}}) RETURN p.uncovered_immunizations;,WH
What is the average quality of life score for customers under the payer with ID {payer_id}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?qolsAvg WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:qolsAvg ?qolsAvg. }},MATCH (p:Payer {{id: '{payer_id}'}}) RETURN p.qols_avg;,WH
What is the total number of months being a member for the payer with ID {payer_id}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?memberMonths WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:memberMonths ?memberMonths. }},MATCH (p:Payer {{id: '{payer_id}'}}) RETURN p.member_months;,WH
What patients are covered under the payer with ID {payer_id}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  DISTINCT ?first ?last WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:id ?id. ?payerTransition a syn:PayerTransition; syn:patientId ?patientid. ?patient a syn:Patient; syn:id ?patientid; syn:first ?first; syn:last ?last. }},"MATCH (p:Patient)-[:INSURANCE_START]->(py:Payer {{id: '{payer_id}'}}) RETURN DISTINCT p.firstName, p.lastName;",WH
Please provide me the number of unique customers covered under the payer with ID {payer_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?uniqueCustomers WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:uniqueCustomers ?uniqueCustomers. }},MATCH (p:Payer {{id: '{payer_id}'}}) RETURN p.unique_customers;,nonWH
Please provide me the revenue of generated by the payer with the ID {payer_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?revenue WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:revenue ?revenue. }},MATCH (p:Payer {{id: '{payer_id}'}}) RETURN p.revenue;,nonWH
Please provide me a list of patients associated with the payer with the ID {payer_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  DISTINCT ?first ?last WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:id ?id. ?payerTransition a syn:PayerTransition; syn:patientId ?patientid. ?patient a syn:Patient; syn:id ?patientid; syn:first ?first; syn:last ?last. }},"MATCH (p:Patient)-[:INSURANCE_START]->(py:Payer {{id: '{payer_id}'}}) RETURN DISTINCT p.firstName, p.lastName;",nonWH
Please provide me the number of encounters covered by the payer with the ID {payer_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?coveredEncounters WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:coveredEncounters ?coveredEncounters. }},MATCH (p:Payer {{id: '{payer_id}'}}) RETURN p.covered_encounters;,nonWH
Please provide me the number of encounters uncovered by the payer with the ID {payer_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?uncoveredEncounters WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:uncoveredEncounters ?uncoveredEncounters. }},MATCH (p:Payer {{id: '{payer_id}'}}) RETURN p.uncovered_encounters;,nonWH
Please provide me the number of medications covered by the payer with the ID {payer_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?coveredMedications WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:coveredMedications ?coveredMedications. }},MATCH (p:Payer {{id: '{payer_id}'}}) RETURN p.covered_medications;,WH
Please provide me the number of medications uncovered by the payer with the ID {payer_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?uncoveredMedications WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:uncoveredMedications ?uncoveredMedications. }},MATCH (p:Payer {{id: '{payer_id}'}}) RETURN p.uncovered_medications;,nonWH
Please provide me the number of procedures covered by the payer with the ID {payer_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?coveredProcedures WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:coveredProcedures ?coveredProcedures. }},MATCH (p:Payer {{id: '{payer_id}'}}) RETURN p.covered_procedures;,nonWH
Please provide me the number of procedures uncovered by the payer with the ID {payer_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?uncoveredProcedures WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:uncoveredProcedures ?uncoveredProcedures. }},MATCH (p:Payer {{id: '{payer_id}'}}) RETURN p.uncovered_procedures;,nonWH
Please provide me the number of immunizations covered by the payer with the ID {payer_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?coveredImmunizations WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:coveredImmunizations ?coveredImmunizations. }},MATCH (p:Payer {{id: '{payer_id}'}}) RETURN p.covered_immunizations;,nonWH
Please provide me the number of immunizations uncovered by the payer with the ID {payer_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?uncoveredImmunizations WHERE {{ ?payer a syn:Payer; syn:id '{payer_id}'^^uuid:; syn:uncoveredImmunizations ?uncoveredImmunizations. }},MATCH (p:Payer {{id: '{payer_id}'}}) RETURN p.uncovered_immunizations;,WH
How many unique customers does the payer {payer_name} have?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?uniqueCustomers WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:uniqueCustomers ?uniqueCustomers. }},MATCH (p:Payer {{name: '{payer_name}'}}) RETURN p.unique_customers;,WH
How much revenue does the payer {payer_name} generate?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?revenue WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:revenue ?revenue. }},MATCH (p:Payer {{name: '{payer_name}'}}) RETURN p.revenue;,WH
How many encounters are covered by the payer {payer_name}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?coveredEncounters WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:coveredEncounters ?coveredEncounters. }},MATCH (p:Payer {{name: '{payer_name}'}}) RETURN p.covered_encounters;,WH
How many encounters are uncovered by the payer {payer_name}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?uncoveredEncounters WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:uncoveredEncounters ?uncoveredEncounters. }},MATCH (p:Payer {{name: '{payer_name}'}}) RETURN p.uncovered_encounters;,WH
How many medications are covered by the payer {payer_name}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?coveredMedications WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:coveredMedications ?coveredMedications. }},MATCH (p:Payer {{name: '{payer_name}'}}) RETURN p.covered_medications;,WH
How many medications are uncovered by the payer {payer_name}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?uncoveredMedications WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:uncoveredMedications ?uncoveredMedications. }},MATCH (p:Payer {{name: '{payer_name}'}}) RETURN p.uncovered_medications;,WH
How many procedures are covered by the payer {payer_name}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?coveredProcedures WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:coveredProcedures ?coveredProcedures. }},MATCH (p:Payer {{name: '{payer_name}'}}) RETURN p.covered_procedures;,WH
How many procedures are uncovered by the payer {payer_name}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?uncoveredProcedures WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:uncoveredProcedures ?uncoveredProcedures. }},MATCH (p:Payer {{name: '{payer_name}'}}) RETURN p.uncovered_procedures;,WH
How many immunizations are covered by the payer {payer_name}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?coveredImmunizations WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:coveredImmunizations ?coveredImmunizations. }},MATCH (p:Payer {{name: '{payer_name}'}}) RETURN p.covered_immunizations;,WH
How many immunizations are uncovered by the payer {payer_name}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?uncoveredImmunizations WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:uncoveredImmunizations ?uncoveredImmunizations. }},MATCH (p:Payer {{name: '{payer_name}'}}) RETURN p.uncovered_immunizations;,WH
What is the average quality of life score for customers under the payer name {payer_name}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?qolsAvg WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:qolsAvg ?qolsAvg. }},MATCH (p:Payer {{name: '{payer_name}'}}) RETURN p.qols_avg;,WH
What is the total number of member months of the payer {payer_name}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?memberMonths WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:memberMonths ?memberMonths. }},MATCH (p:Payer {{name: '{payer_name}'}}) RETURN p.member_months;,WH
What patients are covered under the payer name {payer_name}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?first ?last WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:id ?id. ?payerTransition a syn:PayerTransition; syn:patientId ?patientid. ?patient a syn:Patient; syn:id ?patientid; syn:first ?first; syn:last ?last. }},"MATCH (p:Patient)-[:INSURANCE_START]->(py:Payer {{name: '{payer_name}'}}) RETURN DISTINCT p.firstName, p.lastName;",WH
Please provide me the number of unique customers of the payer {payer_name}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?uniqueCustomers WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:uniqueCustomers ?uniqueCustomers. }},MATCH (p:Payer {{name: '{payer_name}'}}) RETURN p.unique_customers;,nonWH
Please provide me the revenue of the payer {payer_name}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?revenue WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:revenue ?revenue. }},MATCH (p:Payer {{name: '{payer_name}'}}) RETURN p.revenue;,nonWH
Please provide the list of patients associated with the payer {payer_name}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?first ?last WHERE {{ ?payer a syn:Payer; syn:name '{payer_name}'^^pl:; syn:id ?id. ?payerTransition a syn:PayerTransition; syn:patientId ?patientid. ?patient a syn:Patient; syn:id ?patientid; syn:first ?first; syn:last ?last. }},"MATCH (p:Patient)-[:INSURANCE_START]->(py:Payer {{name: '{payer_name}'}}) RETURN DISTINCT p.firstName, p.lastName;",nonWH
