questions,sparql,cypher,question type
What is the reaction of the allergy {allergy_description}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?description1 ?description2 WHERE {{ ?allergy a syn:Allergy ; syn:description '{allergy_description}'^^pl:; syn:description1 ?description1; syn:description2 ?description2.}},"MATCH (a:Allergy {{description: '{allergy_description}'}})RETURN DISTINCT a.description1, a.description2;",WH
What are the typical symptoms of the allergy described as {allergy_description}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?description1 ?description2 WHERE {{ ?allergy a syn:Allergy ; syn:description '{allergy_description}'^^pl:; syn:description1 ?description1; syn:description2 ?description2.}},"MATCH (a:Allergy {{description: '{allergy_description}'}})RETURN DISTINCT a.description1, a.description2;",WH
What is the reaction code of allergy {allergy_description}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?hasReaction1 ?hasReaction2 WHERE {{ ?allergy a syn:Allergy ; syn:description '{allergy_description}'^^pl:. OPTIONAL {{?allergy syn:hasReaction1 ?hasReaction1}}. OPTIONAL {{?allergy syn:hasReaction2 ?hasReaction2}}.}},"MATCH (a:Allergy {{description: '{allergy_description}'}})RETURN a.reaction1, a.reaction2;",WH
Who had the allergy {allergy_description}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?first ?last WHERE {{ ?allergy a syn:Allergy ; syn:description '{allergy_description}'^^pl:; syn:patientId ?patientId. ?Patient a syn:Patient; syn:id ?patientId; syn:first ?first ; syn:last ?last. }},"MATCH (p:Patient)-[:HAS_ALLERGY]->(a:Allergy {{description: '{allergy_description}'}}) RETURN DISTINCT p.firstName, p.lastName;",WH
Which encounter is related to the allergy {allergy_description}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?description WHERE {{ ?allergy a syn:Allergy ; syn:description '{allergy_description}'^^pl:; syn:encounterId ?encounterId. ?encounter a syn:Encounter; syn:id ?encounterId; syn:description ?description. }},MATCH (e:Encounter)-[:HAS_DIAGNOSED]->(a:Allergy {{description: '{allergy_description}'}}) RETURN DISTINCT e.description;,WH
Which patient had the allergy {allergy_description}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?first ?last WHERE {{ ?allergy a syn:Allergy ; syn:description '{allergy_description}'^^pl:; syn:patientId ?patientId. ?Patient a syn:Patient; syn:id ?patientId; syn:first ?first ; syn:last ?last. }},"MATCH (p:Patient)-[:HAS_ALLERGY]->(a:Allergy {{description: '{allergy_description}'}}) RETURN DISTINCT p.firstName, p.lastName;",WH
How many patients have the allergy described as {allergy_description}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT (COUNT(DISTINCT ?patientId) as ?count) WHERE {{ ?allergy a syn:Allergy ; syn:description '{allergy_description}'^^pl:; syn:patientId ?patientId. }},MATCH (p:Patient)-[:HAS_ALLERGY]->(a:Allergy {{description: '{allergy_description}'}}) RETURN COUNT(DISTINCT p) AS numberOfPatients;,WH
What is the total number of patients diagnosed with {allergy_description}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT (COUNT(DISTINCT ?patientId) as ?count) WHERE {{ ?allergy a syn:Allergy ; syn:description '{allergy_description}'^^pl:; syn:patientId ?patientId. }},MATCH (p:Patient)-[:HAS_ALLERGY]->(a:Allergy {{description: '{allergy_description}'}}) RETURN COUNT(DISTINCT p) AS numberOfPatients;,WH
Can you give me the SNOMED code for the allergy with the description {allergy_description}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?code WHERE {{ ?allergy a syn:Allergy ; syn:description '{allergy_description}'^^pl:; syn:code ?code. }},MATCH (a:Allergy {{description: '{allergy_description}'}})RETURN DISTINCT a.description;,nonWH
Can you tell me when the allergy {allergy_description} was recorded?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?startDate WHERE {{ ?allergy a syn:Allergy ; syn:description '{allergy_description}'^^pl:; syn:startDate ?startDate. }},MATCH (a:Allergy {{description: '{allergy_description}'}})RETURN a.start;,nonWH
Please provide me the encounters that were related to the allergy {allergy_description}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?description WHERE {{ ?allergy a syn:Allergy ; syn:description '{allergy_description}'^^pl:; syn:encounterId ?encounterId. ?encounter a syn:Encounter; syn:id ?encounterId; syn:description ?description. }},MATCH (e:Encounter)-[:HAS_DIAGNOSED]->(a:Allergy {{description: '{allergy_description}'}}) RETURN DISTINCT e.description;,nonWH
Please provide me the patients with the allergy {allergy_description}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?first ?last WHERE {{ ?allergy a syn:Allergy ; syn:description '{allergy_description}'^^pl:; syn:patientId ?patientId. ?Patient a syn:Patient; syn:id ?patientId; syn:first ?first ; syn:last ?last. }},"MATCH (p:Patient)-[:HAS_ALLERGY]->(a:Allergy {{description: '{allergy_description}'}}) RETURN DISTINCT p.firstName, p.lastName;",nonWH
Can you provide the count of patients suffering from {allergy_description}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT (COUNT(DISTINCT ?patientId) as ?count) WHERE {{ ?allergy a syn:Allergy ; syn:description '{allergy_description}'^^pl:; syn:patientId ?patientId. }},MATCH (p:Patient)-[:HAS_ALLERGY]->(a:Allergy {{description: '{allergy_description}'}}) RETURN COUNT(DISTINCT p) AS numberOfPatients;,nonWH
When was the allergy with the code {allergy_code} recorded?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT ?startDate WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:startDate ?startDate. }},MATCH (a:Allergy {{code: '{allergy_code}'}})RETURN a.start;,WH
What is the date of the record for the allergy with the code {allergy_code}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT ?startDate WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:startDate ?startDate. }},MATCH (a:Allergy {{code: '{allergy_code}'}})RETURN a.start;,WH
On which date was the allergy with the code {allergy_code} recorded?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT ?startDate WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:startDate ?startDate. }},MATCH (a:Allergy {{code: '{allergy_code}'}})RETURN a.start;,WH
When did the allergy with the code {allergy_code} stop?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT ?stopDate WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:stopDate ?stopDate. }},MATCH (a:Allergy {{code: '{allergy_code}'}})RETURN DISTINCT a.stop;,WH
What is the description of the allergy with the code {allergy_code}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT DISTINCT ?description WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:description ?description.}},MATCH (a:Allergy {{code: '{allergy_code}'}})RETURN DISTINCT a.description;,WH
What is the name of allergy with the code {allergy_code}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT DISTINCT ?description WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:description ?description.}},MATCH (a:Allergy {{code: '{allergy_code}'}})RETURN DISTINCT a.description;,WH
What is the type of the allergy with the code {allergy_code}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT DISTINCT ?type WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:type ?type.}},MATCH (a:Allergy {{code: '{allergy_code}'}})RETURN DISTINCT a.type;,WH
What kind of allergy has the code {allergy_code}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT DISTINCT ?type WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:type ?type.}},MATCH (a:Allergy {{code: '{allergy_code}'}})RETURN DISTINCT a.type;,WH
What is the classification of the allergy with the code {allergy_code}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT DISTINCT ?category WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:category ?category.}} ,MATCH (a:Allergy {{code: '{allergy_code}'}})RETURN DISTINCT a.category;,WH
What is the category of the allergy with the code {allergy_code}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT DISTINCT ?category WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:category ?category.}},MATCH (a:Allergy {{code: '{allergy_code}'}})RETURN DISTINCT a.category;,WH
What is the description of the allergy with the code {allergy_code}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT DISTINCT ?description1 ?description2 WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:description1 ?description1; syn:description2 ?description2.}},"MATCH (a:Allergy {{code: '{allergy_code}'}})RETURN DISTINCT a.description1, a.description2;",WH
What is the reaction code of the allergy with the code {allergy_code}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT ?hasReaction1 ?hasReaction2 WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:. OPTIONAL {{?allergy syn:hasReaction1 ?hasReaction1}}. OPTIONAL {{?allergy syn:hasReaction2 ?hasReaction2}}.}},"MATCH (a:Allergy {{code: '{allergy_code}'}})RETURN a.reaction1, a.reaction2;",WH
When did the allergy with the code {allergy_code} start?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT ?startDate WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:startDate ?startDate. }},MATCH (a:Allergy {{code: '{allergy_code}'}})RETURN DISTINCT a.start;,WH
When did the allergy with the code {allergy_code} end?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT ?stopDate WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:stopDate ?stopDate. }},MATCH (a:Allergy {{code: '{allergy_code}'}})RETURN DISTINCT a.end;,WH
Who had the allergy with the code {allergy_code}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT DISTINCT ?first ?last WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:patientId ?patientId. ?Patient a syn:Patient; syn:id ?patientId; syn:first ?first ; syn:last ?last. }},"MATCH (p:Patient)-[:HAS_ALLERGY]->(a:Allergy {{code: '{allergy_code}'}}) RETURN DISTINCT p.firstName, p.lastName;",WH
Which encounter is related to the allergy with the code {allergy_code}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT DISTINCT ?description WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:encounterId ?encounterId. ?encounter a syn:Encounter; syn:id ?encounterId; syn:description ?description. }},MATCH (e:Encounter)-[:HAS_DIAGNOSED]->(a:Allergy {{code: '{allergy_code}'}}) RETURN DISTINCT e.description;,WH
Which patient had the allergy with the code {allergy_code}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX snomed: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#snomed:SNOMED-CT> SELECT DISTINCT ?first ?last WHERE {{ ?allergy a syn:Allergy ; syn:code '{allergy_code}'^^snomed:; syn:patientId ?patientId. ?Patient a syn:Patient; syn:id ?patientId; syn:first ?first ; syn:last ?last. }},"MATCH (p:Patient)-[:HAS_ALLERGY]->(a:Allergy {{code: '{allergy_code}'}}) RETURN DISTINCT p.firstName, p.lastName;",WH
