questions,sparql,cypher,question type
What is the SOP code of the imaging study with the ID {imaging_studies_id}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?sopCode WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:sopCode ?sopCode. }},MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.sopCode;,WH
What is the SOP code and description of the imaging study with the ID {imaging_studies_id}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?sopCode ?sopDescription WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:sopCode ?sopCode; syn:sopDescription ?sopDescription. }},"MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.sopCode, i.sopDescription;",WH
What is the SOP description of the imaging study with the ID {imaging_studies_id}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?sopDescription WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:sopDescription ?sopDescription. }},MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.sopDescription;,WH
Which encounter was related to the imaging study with the ID {imaging_studies_id}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?description WHERE {{ ?imagingstudy a syn:ImagingStudy ; syn:id '{imaging_studies_id}'^^uuid:; syn:encounterId ?encounterId. ?encounter a syn:Encounter; syn:id ?encounterId; syn:description ?description. }},MATCH (e:Encounter)-[:HAS_ORDERED]->(i:ImagingStudy {{id: '{imaging_studies_id}'}}) RETURN e.description,WH
Please provide me the modality description of the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?modalityDescription WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:modalityDescription ?modalityDescription. }},MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.modalityDescription;,nonWH
Please provide me the SOP code of the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?sopCode WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:sopCode ?sopCode. }},MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.sopCode;,nonWH
Please provide me the patient associated with the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?first ?last WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:patientId ?patientid. ?patient a syn:Patient; syn:id ?patientid; syn:first ?first; syn:last ?last. }},"MATCH (p:Patient)-[:HAS_HISTORY_OF]->(i:ImagingStudy {{id: '{imaging_studies_id}'}}) RETURN p.firstName, p.lastName;",nonWH
Please provide me the patient ID associated with the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?patientid WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:patientId ?patientid. }},MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.patientId;,nonWH
Please provide me the body site code of the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?bodySiteCode WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:bodySiteCode ?bodySiteCode. }},MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.bodySiteCode;,nonWH
Please provide me the body site code and description of the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?bodySiteCode ?bodySiteDescription WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:bodySiteCode ?bodySiteCode; syn:bodySiteDescription ?bodySiteDescription. }},"MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.bodySiteCode,i.bodySiteDescription;",nonWH
Please provide me the body site description of the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?bodySiteDescription WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:bodySiteDescription ?bodySiteDescription. }},MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.bodySiteDescription;,nonWH
Please provide me the modality code of the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?modalityCode WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:modalityCode ?modalityCode. }},MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.modalityCode;,nonWH
Please provide me the modality code and description of the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?modalityCode ?modalityDescription WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:modalityCode ?modalityCode; syn:modalityDescription ?modalityDescription. }},"MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.modalityCode,i.modalityDescription;",nonWH
Please provide me the modality description of the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?modalityDescription WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:modalityDescription ?modalityDescription. }},MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.modalityDescription;,nonWH
Please provide me the series UID of the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?seriesUid WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:seriesUid ?seriesUid. }},MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.seriesUid;,nonWH
Please provide me the SOP code of the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?sopCode WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:sopCode ?sopCode. }},MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.sopCode;,nonWH
Please provide me the SOP code and description of the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?sopCode ?sopDescription WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:sopCode ?sopCode; syn:sopDescription ?sopDescription. }},"MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.sopCode, i.sopDescription;",nonWH
Please provide me the SOP description of the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?sopDescription WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:id '{imaging_studies_id}'^^uuid:; syn:sopDescription ?sopDescription. }},MATCH (i:ImagingStudy {{id: '{imaging_studies_id}'}})RETURN i.sopDescription;,nonWH
Please provide me the encounters that are related to the imaging study with the ID {imaging_studies_id}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?description WHERE {{ ?imagingstudy a syn:ImagingStudy ; syn:id '{imaging_studies_id}'^^uuid:; syn:encounterId ?encounterId. ?encounter a syn:Encounter; syn:id ?encounterId; syn:description ?description. }},MATCH (e:Encounter)-[:HAS_ORDERED]->(i:ImagingStudy {{id: '{imaging_studies_id}'}}) RETURN e.description,nonWH
Which patient ID is associated with the imaging study with series UID {is_studies_uid}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?patientid WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:seriesUid '{is_studies_uid}'^^uuid:; syn:patientId ?patientid. }},MATCH (i:ImagingStudy {{seriesUid: '{is_studies_uid}'}})RETURN i.patientId;,WH
Who is the patient associated with the imaging study with series UID {is_studies_uid}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  DISTINCT ?first ?last WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:seriesUid '{is_studies_uid}'^^uuid:; syn:patientId ?patientid. ?patient a syn:Patient; syn:id ?patientid; syn:first ?first; syn:last ?last. }},"MATCH (p:Patient)-[:HAS_HISTORY_OF]->(i:ImagingStudy {{seriesUid: '{is_studies_uid}'}}) RETURN DISTINCT p.firstName, p.lastName;",WH
When was the imaging study with series UID {is_studies_uid} conducted?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?dateTime WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:seriesUid '{is_studies_uid}'^^uuid:; syn:dateTime ?dateTime. }},MATCH (i:ImagingStudy {{seriesUid: '{is_studies_uid}'}})RETURN i.date;,WH
What is the date of the imaging study with series UID {is_studies_uid}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?dateTime WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:seriesUid '{is_studies_uid}'^^uuid:; syn:dateTime ?dateTime. }},MATCH (i:ImagingStudy {{seriesUid: '{is_studies_uid}'}})RETURN i.date;,WH
What is the body site code for the imaging study with series UID {is_studies_uid}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?bodySiteCode WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:seriesUid '{is_studies_uid}'^^uuid:; syn:bodySiteCode ?bodySiteCode. }},MATCH (i:ImagingStudy {{seriesUid: '{is_studies_uid}'}})RETURN i.bodySiteCode;,WH
What is the body site description for the imaging study with series UID {is_studies_uid}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?bodySiteDescription WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:seriesUid '{is_studies_uid}'^^uuid:; syn:bodySiteDescription ?bodySiteDescription. }},MATCH (i:ImagingStudy {{seriesUid: '{is_studies_uid}'}})RETURN i.bodySiteDescription;,WH
What is the modality code for the imaging study with series UID {is_studies_uid}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?modalityCode WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:seriesUid '{is_studies_uid}'^^uuid:; syn:modalityCode ?modalityCode. }},MATCH (i:ImagingStudy {{seriesUid: '{is_studies_uid}'}})RETURN i.modalityCode;,WH
What is the modality description for the imaging study with series UID {is_studies_uid}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?modalityDescription WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:seriesUid '{is_studies_uid}'^^uuid:; syn:modalityDescription ?modalityDescription. }},MATCH (i:ImagingStudy {{seriesUid: '{is_studies_uid}'}})RETURN i.modalityDescription;,WH
What is the procedure code for the imaging study with series UID {is_studies_uid}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX uuid: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#urn:uuid> SELECT  ?procedureCode WHERE {{ ?imagingstudy a syn:ImagingStudy; syn:seriesUid '{is_studies_uid}'^^uuid:; syn:procedureCode ?procedureCode. }},MATCH (i:ImagingStudy {{seriesUid: '{is_studies_uid}'}})RETURN i.procedureCode;,WH
