questions,sparql,cypher,question type
What code does observation {observation_name} have?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?code WHERE {{ ?observation a syn:Observation; syn:description '{observation_name}'^^pl:; syn:code ?code. }},MATCH (o:Observation {{description: '{observation_name}'}}) RETURN DISTINCT o.code;,WH
When was the observation {observation_name} recorded?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?dateTime WHERE {{ ?observation a syn:Observation; syn:description '{observation_name}'^^pl:; syn:dateTime ?dateTime. }},MATCH (o:Observation {{description: '{observation_name}'}}) RETURN o.date;,WH
What type of observation is {observation_name}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?type WHERE {{ ?observation a syn:Observation; syn:description '{observation_name}'^^pl:; syn:type ?type. }},MATCH (o:Observation {{description: '{observation_name}'}}) RETURN DISTINCT o.type;,WH
What value does observation {observation_name} have?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?value WHERE {{ ?observation a syn:Observation; syn:description '{observation_name}'^^pl:; syn:value ?value. }},MATCH (o:Observation {{description: '{observation_name}'}}) RETURN DISTINCT o.value;,WH
Which patients have the observation {observation_name}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?first ?last WHERE {{ ?observation a syn:Observation; syn:description '{observation_name}'^^pl:; syn:patientId ?patientId. ?patient a syn:Patient; syn:id ?patientid; syn:first ?first ; syn:last ?last. }},"MATCH (p:Patient)-[:HAS_HISTORY_OF]->(o:Observation {{description: '{observation_name}'}}) RETURN DISTINCT p.firstName, p.lastName;",WH
What encounter is associated with the observation {observation_name}?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?description WHERE {{ ?observation a syn:Observation; syn:description '{observation_name}'^^pl:; syn:encounterId ?encounterid. ?encounter a syn:Encounter; syn:id ?encounterid; syn:description ?description. }},MATCH (e:Encounter)-[:IS_ORDERED_DURING]->(o:Observation {{description: '{observation_name}'}}) RETURN DISTINCT e.description;,WH
Please provide me the type of the observation {observation_name}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?type WHERE {{ ?observation a syn:Observation; syn:description '{observation_name}'^^pl:; syn:type ?type. }},MATCH (o:Observation {{description: '{observation_name}'}}) RETURN DISTINCT o.type;,nonWH
Can you tell me when the observation {observation_name} was recorded?,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT ?dateTime WHERE {{ ?observation a syn:Observation; syn:description '{observation_name}'^^pl:; syn:dateTime ?dateTime. }},MATCH (o:Observation {{description: '{observation_name}'}}) RETURN o.date;,nonWH
Please provide me the encounters which are related to the observation {observation_name}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?description WHERE {{ ?observation a syn:Observation; syn:description '{observation_name}'^^pl:; syn:encounterId ?encounterid. ?encounter a syn:Encounter; syn:id ?encounterid; syn:description ?description. }},MATCH (e:Encounter)-[:IS_ORDERED_DURING]->(o:Observation {{description: '{observation_name}'}}) RETURN DISTINCT e.description;,nonWH
Please provide me patients with the observation {observation_name}.,PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX syn: <https://knacc.umbc.edu/dae-young/kim/ontologies/synthea#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX pl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral> SELECT DISTINCT ?first ?last WHERE {{ ?observation a syn:Observation; syn:description '{observation_name}'^^pl:; syn:patientId ?patientId. ?patient a syn:Patient; syn:id ?patientid; syn:first ?first ; syn:last ?last. }},"MATCH (p:Patient)-[:HAS_HISTORY_OF]->(o:Observation {{description: '{observation_name}'}}) RETURN DISTINCT p.firstName, p.lastName;",nonWH
